id,tokens,pos_tags,chunk_tags,ner_tags
2790,"['There' 'was' 'no' 'independent' 'confirmation' 'of' 'the' 'report'
 'which' 'the' 'spokesman' 'said' 'came' 'from' 'the' 'organisation' ""'s""
 'members' 'in' 'Arbil' '.']",[13 38 12 16 21 15 12 21 43 12 21 38 40 15 12 21 27 24 15 22  7],[11 21 11 12 12 13 11 12 11 11 12 21 22 13 11 12 11 12 13 11  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0]
2791,"['He' 'said' 'damage' 'and' 'casualties' 'in' 'the' 'city' 'were' 'heavy'
 'and' 'Kurdish' 'forces' 'were' 'defending' 'the' 'city' '.']",[28 38 21 10 24 15 12 21 38 16 10 22 24 38 39 12 21  7],[11 21 11  0 11 13 11 12 21  1  0 11 12 21 22 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0]
2792,"['President' 'Bill' 'Clinton' 'on' 'Friday' 'ordered' 'the' 'U.S.'
 'military' 'to' 'ready' 'itself' 'for' 'any' 'possible' 'action' 'as'
 'Washington' 'turned' 'up' 'the' 'heat' 'in' 'an' 'escalating' 'crisis'
 'over' 'Iraqi' 'troop' 'movements' 'in' 'northern' 'Iraq' '.']","[22 22 22 15 22 40 12 22 16 35 16 28 15 12 16 21 15 22 38 33 12 21 15 12
 39 21 15 16 21 24 15 16 22  7]","[11 12 12 13 11 21 11 12 12 12 12 12 13 11 12 12 17 11 21 15 11 12 13 11
 12 12 13 11 12 12 13 11 12  0]",[0 1 2 0 0 0 0 5 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 7 0 0 0 0 5 0]
2793,"['On' 'Thursday' ',' 'Iraq' 'accused' 'Iran' 'of' 'aggression' 'and'
 'said' 'it' 'reserved' 'the' 'right' 'to' 'retaliate' 'for' 'Tehran' ""'s""
 'alleged' 'deployment' 'of' 'troops' 'into' 'northern' 'Iraq' ',' 'where'
 'fighting' 'broke' 'out' 'between' 'the' 'two' 'main' 'Iraqi' 'Kurdish'
 'rebel' 'groups' 'two' 'weeks' 'ago' '.']","[15 22  6 22 38 22 15 21 10 38 28 38 12 21 35 37 15 22 27 40 21 15 24 15
 16 22  6 46 16 38 33 15 12 11 16 16 16 16 24 11 24 30  7]","[13 11  0 11 21 11 13 11  0 21 11 21 11 12 21 22 13 11 11 12 12 13 11 13
 11 12  0  3 11 21 15 13 11 12 12 12 12 12 12 11 12  3  0]","[0 0 0 5 0 5 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 7 8
 0 0 0 0 0 0]"
2794,['Two' 'die' 'in' 'Algeria' 'restaurant' 'blast' '-' 'radio' '.'],[11 41 15 22 21 21  8 21  7],[11 21 13 11 12 12 12 12  0],[0 0 0 5 0 0 0 0 0]
2795,['LONDON' '1996-08-31'],[22 22],[11 12],[5 0]
2796,"['Two' 'people' 'were' 'killed' 'when' 'a' 'hand' 'grenade' 'exploded'
 'in' 'a' 'restaurant' 'near' 'Algiers' 'late' 'on' 'Friday' ','
 'Algerian' 'radio' 'reported' 'on' 'Saturday' '.']",[11 24 38 40 46 12 21 21 38 15 12 21 15 22 16 15 22  6 16 21 38 15 22  7],[11 12 21 22  3 11 12 12 21 13 11 12 13 11 11 13 11  0 11 12 21 13 11  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 7 0 0 0 0 0]
2797,"['The' 'report' ',' 'monitored' 'by' 'the' 'British' 'Broadcasting'
 'Corporation' '(' 'BBC' ')' ',' 'quoted' 'security' 'services' 'as'
 'saying' 'six' 'other' 'people' 'were' 'injured' 'in' 'the' 'blast' 'in'
 'the' 'town' 'of' 'Staouelli' '.']","[12 21  6 40 15 12 22 22 22  4 22  5  6 40 21 24 15 39 11 16 24 38 40 15
 12 21 15 12 21 15 22  7]","[11 12  0 21 13 11 12 12 12  0 11  0  0 11 12 12 13 21 11 12 12 21 22 13
 11 12 13 11 12 13 11  0]",[0 0 0 0 0 0 3 4 4 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0]
2798,"['An' 'estimated' '50,000' 'people' 'had' 'been' 'killed' 'in' 'political'
 'violence' 'in' 'Algeria' 'since' '1992' ',' 'when' 'army-backed'
 'authorities' 'cancelled' 'a' 'general' 'election' 'that' 'Islamic'
 'fundamentalists' 'had' 'been' 'expected' 'to' 'win' '.']","[12 40 11 24 38 40 40 15 16 21 15 22 15 11  6 46 16 24 38 12 16 21 15 16
 24 38 40 40 35 37  7]","[11 12 12 12 21 22 22 13 11 12 13 11 13 11  0  3 11 12 21 11 12 12 17 11
 12 21 22 22 22 22  0]",[0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0]
2799,['Baseball-Results' 'of' 'S.' 'Korean' 'pro-baseball' 'games' '.'],[24 15 22 22 21 24  7],[11 13 11 12 12 12  0],[0 0 7 8 0 0 0]
2800,['SEOUL' '1996-08-31'],[37 22],[21 11],[5 0]
2801,"['Results' 'of' 'South' 'Korean' 'pro-baseball' 'games' 'played' 'on'
 'Friday' '.']",[24 15 16 16 16 24 40 15 22  7],[11 13 11 12 12 12 21 13 11  0],[0 0 7 8 0 0 0 0 0 0]
2802,['OB' '5' 'Samsung' '0'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
2803,['Ssangbangwool' '2' 'Hyundai' '1'],[21 11 22 11],[11 12 12 12],[3 0 3 0]
2804,"['Standings' 'after' 'games' 'played' 'on' 'Friday' '(' 'tabulate' 'under'
 'won' ',' 'drawn' ',' 'lost' ',' 'winning' 'percentage' ',' 'games'
 'behind' 'first' 'place' ')']",[24 15 24 40 15 22  4 21 15 16  6 40  6 38  6 39 21  6 24 15 16 21  5],[11 17 11 21 13 11  0 11 13 11 12 21  0 21  0 21 11  0 11 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2805,['W' 'D' 'L' 'PCT' 'GB'],[22 22 22 22 22],[11 12 12 12 12],[0 0 0 0 0]
2806,['Haitai' '64' '2' '43' '.596' '-'],[22 11 11 11 11  8],[11 12 12 12 12 12],[3 0 0 0 0 0]
2807,['Ssangbangwool' '60' '2' '49' '.550' '5'],[22 11 11 11 11 11],[11 12 12 12 12 12],[3 0 0 0 0 0]
2808,['Hanwha' '58' '1' '49' '.542' '6'],[22 11 11 11 11 11],[11 12 12 12 12 12],[3 0 0 0 0 0]
2809,['Hyundai' '57' '5' '50' '.531' '7'],[22 11 11 11 11 11],[11 12 12 12 12 12],[3 0 0 0 0 0]
2810,['Samsung' '49' '5' '57' '.464' '14' '1/2'],[22 11 11 11 11 11 11],[11 12 12 12 12 12 12],[3 0 0 0 0 0 0]
2811,['Lotte' '46' '6' '54' '.462' '14' '1/2'],[22 11 11 11 11 11 11],[11 12 12 12 12 12 12],[3 0 0 0 0 0 0]
2812,['LG' '46' '5' '59' '.441' '17'],[39 11 11 11 11 11],[21 11 12 12 12 12],[3 0 0 0 0 0]
2813,['OB' '43' '6' '62' '.414' '20'],[22 11 11 11 11 11],[11 12 12 12 12 12],[3 0 0 0 0 0]
2814,['S.' 'African' 'Afrikaners' 'still' 'seek' 'own' 'territory' '.'],[22 22 23 30 41 16 21  7],[11 12 12  3 21 11 12  0],[7 8 7 0 0 0 0 0]
2815,['CAPE' 'TOWN' '1996-08-31'],[22 22 22],[11 12 12],[5 6 0]
2816,"['South' 'African' 'right-wing' 'Afrikaners' 'on' 'Saturday' 'revived'
 'their' 'campaign' 'for' 'a' 'form' 'of' 'self-rule' ',' 'identifying'
 'a' 'sparsely-populated' 'area' 'in' 'Northern' 'Cape' 'province' 'as'
 'the' 'best' 'place' 'for' 'a' 'home' 'of' 'their' 'own' '.']","[16 16 21 23 15 22 38 29 21 15 12 21 15 21  6 39 12 16 21 15 22 22 21 15
 12 18 21 15 12 21 15 29 16  7]","[11 12 12 12 13 11 21 11 12 13 11 12 13 11  0 21 11 12 12 13 11 12 12 13
 11 12 12 13 11 12 13 11 12  0]",[7 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0]
2817,"['Constand' 'Viljoen' ',' 'leader' 'of' 'the' 'Freedom' 'Front' 'party'
 ',' 'told' 'a' 'news' 'conference' 'in' 'Pretoria' 'self-determination'
 'for' 'Afrikaners' 'could' 'begin' 'at' 'local' 'government' 'level' '.']","[22 22  6 21 15 12 22 22 21  6 38 12 21 21 15 22 21 15 23 20 37 15 16 21
 21  7]","[11 12  0 11 13  0  0 11 12  0 21 11 12 12 13 11 12 13 11 21 22 13 11 12
 12  0]",[1 2 0 0 0 0 3 4 0 0 0 0 0 0 0 5 0 0 7 0 0 0 0 0 0 0]
2818,"['""' 'Certain' 'powers' 'can' 'be' 'delegated' 'from' 'the' 'provincial'
 'level' ',' 'towards' 'the' 'sub-regions' ',' '""' 'he' 'said' '.']",[ 0 16 24 20 37 40 15 12 16 21  6 15 12 24  6  0 28 38  7],[ 0 11 12 21 22 22 13 11 12 12  0 13 11 12  0  0 11 21  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2819,"['""' 'We' 'think' 'that' 'the' 'Afrikaner' 'model' 'within' 'this' 'new'
 ',' 'multi-' 'ethnic' 'society' 'of' 'South' 'Africa' 'will' 'have' 'to'
 'develop' 'experimentally' 'with' 'world' 'thinking' 'in' 'this' 'regard'
 '.' '""']","[ 0 28 41 15 12 16 21 15 12 16  6 16 16 21 15 22 22 20 37 35 37 30 15 21
 39 15 12 21  7  0]","[ 0 11 21 17 11 12 12 13 11 12 12 12 12 12 13 11 12 21 22 22 22  3 13 11
 21 13 11 12  0  0]",[0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0]
2820,"['Viljoen' 'broke' 'with' 'other' 'right-wing' 'whites' 'in' '1994' 'by'
 'taking' 'part' 'in' 'the' 'country' ""'s"" 'first' 'all-race' 'elections'
 'in' 'April' 'of' 'that' 'year' ',' 'saying' 'the' 'only' 'way' 'to'
 'attain' 'self-determination' 'was' 'by' 'cooperating' 'with' 'President'
 'Nelson' 'Mandela' ""'s"" 'majority' 'African' 'National' 'Congress' '.']","[11 38 15 16 21 24 15 11 15 39 21 15 12 21 27 16 16 24 15 22 15 12 21  6
 39 12 16 21 35 37 21 38 15 39 15 22 22 22 27 21 22 22 22  7]","[11 21 13 11 12 12 13 11 17 21 11 13 11 12 11 12 12 12 13 11 13 11 12  0
 21 11 12 12 21 22 11 21 13 21 13 11 12 12 11 12 11 12 12  0]","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 2 0 0 3 4 4 0]"
2821,"['Some' 'right-wingers' 'demanded' 'sovereignty' 'in' 'their' 'own'
 'territory' 'in' 'the' 'run-up' 'to' 'the' 'elections' ',' 'saying' 'the'
 'alternative' 'was' 'war' '.']",[12 24 38 21 15 29 16 21 15 12 21 35 12 24  6 39 12 16 38 21  7],[11 12 21 11 13 11 12 12 13 11 12 13 11 12  0 21 11 12 21 11  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2822,['Their' 'threats' 'came' 'to' 'nothing' '.'],[29 24 38 35 21  7],[11 12 21 13 11  0],[0 0 0 0 0 0]
2823,"['Viljoen' 'has' 'hailed' 'clauses' 'in' 'South' 'Africa' ""'s"" 'new'
 'constitution' 'as' 'making' 'possible' 'a' 'form' 'of' 'self-rule' 'for'
 'the' 'Afrikaners' ',' 'descendants' 'of' 'the' 'country' ""'s"" 'Dutch'
 ',' 'German' 'and' 'French' 'settlers' '.']","[22 42 40 24 15 22 22 27 16 21 15 39 16 12 21 15 21 15 12 23  6 24 15 12
 21 27 16  6 16 10 16 24  7]","[11 21 22 11 13 11 12 11 12 12 17 21 11 12 12 13 11 13 11 12  0 11 13 11
 12 11 12 12 12 12 12 12  0]",[1 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 7 0 7 0 7 0 0]
2824,"['According' 'to' 'state' 'television' ',' 'Viljoen' 'told' 'the' 'news'
 'conference' 'the' 'self-rule' 'model' 'should' 'be' 'introduced' 'in'
 'parts' 'of' 'the' 'Northern' 'Cape' 'provinces' 'where' 'a' 'majority'
 'of' 'people' '--' 'whites' 'and' 'mixed-race' 'Coloureds' '--' 'speak'
 'Afrikaans' '.']","[39 35 21 21  6 22 38 12 21 21 12 16 21 20 37 40 15 24 15 12 22 22 24 46
 12 21 15 24  8 24 10 21 23  8 37 24  7]","[13 13 11 12  0 11 21 11 12 12 11 12 12 21 22 22 13 11 13 11 12 12 12  3
 11 12 13 11  0 11  0 11 12  0 21 11  0]",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0]
2825,['Rwandan' 'refugee' 'group' 'calls' 'for' 'calm' 'over' 'census' '.'],[16 21 21 42 15 16 15 21  7],[11 12 12 21 13 11 13 11  0],[7 0 0 0 0 0 0 0 0]
2826,['NAIROBI' '1996-08-31'],[22 22],[11 12],[5 0]
2827,"['A' 'Rwandan' 'refugee' 'lobby' 'group' 'called' 'on' 'Saturday' 'for'
 'calm' 'in' 'refugee' 'camps' 'in' 'eastern' 'Zaire' 'during' 'a'
 'census' 'from' 'Sunday' 'to' 'be' 'conducted' 'by' 'aid' 'workers' '.']","[12 16 21 21 21 38 15 22 15 16 15 21 24 15 16 22 15 12 21 15 22 35 37 40
 15 21 24  7]","[11 12 12 12 12 21 13 11 13 11 13 11 12 13 11 12 13 11 12 13 11 21 22 22
 13 11 12  0]",[0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0]
2828,"['The' 'Rally' 'for' 'the' 'Return' 'of' 'Refugees' 'and' 'Democracy' 'in'
 'Rwanda' '(' 'RDR' ')' 'urged' 'the' 'U.N.' 'High' 'Commissioner' 'for'
 'Refugees' 'to' 'avoid' 'any' '""' 'policing' 'approach' '""' 'and' 'to'
 'calm' 'refugees' 'by' 'explaining' 'the' 'aims' 'of' 'the' 'operation'
 '.']","[12 22 15 12 21 15 24 10 22 15 22  4 22  5 38 12 22 22 22 15 24 35 37 12
  0 39 21  0 10 35 37 24 15 39 12 42 15 12 21  7]","[11 12 13 11 12 13 11  0 11 13 11  0 11  0 21 11 12 12 12 13 11 21 22 11
  0 21 11  0  0 21 22 11 13 21 11 21 13 11 12  0]","[0 3 4 4 4 4 4 4 4 4 4 0 3 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
2829,"['""' 'The' 'RDR' 'appeals' 'to' 'all' 'refugees' 'to' 'prepare'
 'themselves' 'calmly' 'for' 'the' 'demands' 'of' 'the' 'census' 'agents'
 'because' 'it' 'will' 'be' 'in' 'their' 'ultimate' 'interest' ',' '""'
 'the' 'group' 'said' 'in' 'a' 'statement' '.']","[ 0 12 22 24 35 12 24 35 37 28 30 15 12 24 15 12 21 24 15 28 20 37 15 29
 16 21  6  0 12 21 38 15 12 21  7]","[ 0 11 12 12 13 11 12 21 22 11  3 13 11 12 13 11 12 12 17 11 21 22 13 11
 12 12  0  0 11 12 21 13 11 12  0]",[0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2830,"['It' 'said' 'refugees' 'feared' 'census' 'takers' 'would' 'use'
 'indelible' 'ink' 'to' 'mark' 'them' 'so' 'they' 'could' 'be' 'detected'
 'by' 'Rwandan' 'government' 'troops' 'and' 'mistreated' 'if' 'they'
 'were' 'forced' 'back' 'into' 'Rwanda' '.']","[28 38 24 38 21 24 20 37 16 21 35 37 28 15 28 20 37 40 15 22 21 24 10 38
 15 28 38 40 30 15 22  7]","[11 21 11 21 11 12 21 22 11 12 21 22 11 17 11 21 22 22 13 11 12 12  0 21
 17 11 21 22  3 13 11  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 5 0]
2831,"['U.N.' 'officials' 'said' 'more' 'than' '1,000' 'aid' 'workers' 'will'
 'take' 'part' 'in' 'the' 'census' 'from' 'Sunday' 'until' 'Tuesday' 'of'
 'the' 'estimated' '727,000' 'refugees' 'in' 'camps' 'around' 'the'
 'eastern' 'Zairean' 'border' 'town' 'of' 'Goma' '.']","[22 24 38 17 15 11 21 24 20 37 21 15 12 21 15 22 15 22 15 12 40 11 24 15
 24 15 12 16 16 21 21 15 22  7]","[11 12 21 11 12 12 12 12 21 22 11 13 11 12 13 11 17 11 13 11 12 12 12 13
 11 13 11 12 12 12 12 13 11  0]",[3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 5 0]
2832,"['Only' 'about' '100' 'refugees' 'a' 'week' 'are' 'returning'
 'voluntarily' 'to' 'Rwanda' 'in' 'contrast' 'to' 'the' '600' 'babies'
 'born' 'in' 'the' 'camps' 'weekly' '.']",[30 15 11 24 12 21 41 39 30 35 22 15 21 35 12 11 24 40 15 12 24 16  7],[11 12 12 12 11 12 21 22  3 13 11 13 11 13 11 12 12 21 13 11 12  3  0],[0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0]
2833,"['Zairean' 'Prime' 'Minister' 'Kengo' 'wa' 'Dondo' 'said' 'at' 'the' 'end'
 'of' 'a' 'visit' 'to' 'Rwanda' 'last' 'week' 'that' 'the' 'Zairean' 'and'
 'Rwandan' 'governments' 'agreed' 'on' 'an' '""' 'organised' ',' 'massive'
 'and' 'unconditional' 'repatriation' '""' 'of' 'the' '1.1' 'million'
 'Rwandan' 'refugees' 'in' 'Zaire' '.']","[16 22 22 22 22 22 38 15 12 21 15 12 21 35 22 16 21 15 12 16 10 16 24 38
 15 12  0 38  6 16 10 16 21  0 15 12 11 11 16 24 15 22  7]","[11 12 12 12 12 12 21 13 11 12 13 11 12 13 11 11 12 17 11 12 12 12 12 21
 13 11  0 21  0  1  2  2 11  0 13 11 12 12 12 12 13 11  0]","[7 0 0 1 2 2 0 0 0 0 0 0 0 0 5 0 0 0 0 7 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 7 0 0 5 0]"
2834,"['He' 'said' 'the' 'repatriation' 'would' 'be' 'carried' 'out' 'swiftly'
 'and' 'would' 'be' 'enormous' ',' 'starting' 'with' 'the' 'closure' 'of'
 'refugee' 'camps' '.']",[28 38 12 21 20 37 40 33 30 10 20 37 16  6 39 15 12 21 15 21 24  7],[11 21 11 12 21 22 22 15  3  0 21 22  1  0 21 13 11 12 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2835,"['RDR' 'said' 'it' 'feared' 'forced' 'expulsions' 'would' 'start' 'in'
 'days' '.']",[22 38 28 38 40 24 20 37 15 24  7],[11 21 11 21 22 11 21 22 13 11  0],[3 0 0 0 0 0 0 0 0 0 0]
2836,"['Zairean' 'troops' 'expelled' '15,000' 'refugees' 'in' 'August' 'last'
 'year' '.']",[16 24 38 11 24 15 22 16 21  7],[11 12 21 11 12 13 11 11 12  0],[7 0 0 0 0 0 0 0 0 0]
2837,"['Many' 'of' 'the' '1.1' 'million' 'Rwandan' 'Hutu' 'refugees' 'in'
 'Zaire' 'and' 'nearly' '600,000' 'in' 'Tanzania' 'refuse' 'to' 'go'
 'home' ',' 'saying' 'they' 'fear' 'reprisals' 'for' 'the' '1994'
 'genocide' 'in' 'Rwanda' 'of' 'up' 'to' 'a' 'million' 'people' 'by'
 'Hutus' '.']","[16 15 12 11 11 22 22 24 15 22 10 30 11 15 22 21 35 37 30  6 39 28 41 24
 15 12 11 21 15 22 15 15 35 12 11 24 15 22  7]","[11 13 11 12 12 12 12 12 13 11  0 11 12 13 11 12 21 22  3  0 21 11 21 11
 13 11 12 12 13 11 13 11 13 11 12 12 13 11  0]","[0 0 0 0 0 7 7 0 0 5 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
 7 0]"
2838,['NATO' 'monitors' 'Moslem' 'move' 'towards' 'tense' 'village' '.'],[22 42 22 21 15 16 21  7],[11 21 11 12 13 11 12  0],[3 0 7 0 0 0 0 0]
2839,"['MAHALA' ',' 'Bosnia' '1996-08-31']",[22  6 22 22],[11  0 11 12],[5 0 5 0]
2840,"['NATO' 'said' 'it' 'was' 'closely' 'monitoring' 'the' 'movement' 'of'
 'about' '75' 'Moslem' 'men' 'towards' 'the' 'village' 'of' 'Mahala' 'in'
 'Bosnia' ""'s"" 'Serb' 'republic' 'on' 'Saturday' ',' 'two' 'days' 'after'
 'a' 'violent' 'confrontation' 'with' 'Serbs' '.']","[22 38 28 38 30 39 12 21 15 30 11 22 24 15 12 21 15 22 15 22 27 22 21 15
 22  6 11 24 15 12 16 21 15 22  7]","[11 21 11 21 22 22 11 12 13 11 12 12 12 13 11 12 13 11 13 11 11 12 12 13
 11  0 11 12 13 11 12 12 13 11  0]",[3 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 5 0 5 0 7 0 0 0 0 0 0 0 0 0 0 0 7 0]
2841,"['""' 'I' 'have' 'to' 'report' 'this' 'morning' 'that' 'we' 'have' 'in'
 'fact' 'received' 'reports' '...']",[ 0 28 41 35 37 12 21 15 28 37 15 21 38 24  8],[ 0 11 21 22 22 11 12 17 11 21 13 11 21 11  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2842,"['that' 'up' 'to' '75' 'Moslem' 'men' 'are' 'believed' 'to' 'be'
 'approaching' 'Mahala' ',' '""' 'NATO' 'spokesman' 'Lieutenant-Colonel'
 'Max' 'Marriner' 'said' 'in' 'Sarajevo' '.']",[43 33 35 11 22 24 41 40 35 37 39 22  6  0 22 21 22 22 22 38 15 22  7],[11 15 21 11 12 12 21 22 22 22 22 11  0  0 11 12 12 12 12 21 13 11  0],[0 0 0 0 7 0 0 0 0 0 0 5 0 0 3 0 0 1 2 0 0 5 0]
2843,"['Marriner' 'said' 'that' 'NATO' 'troops' 'had' 'set' 'up' 'a'
 'checkpoint' 'on' 'the' 'road' 'between' 'Tuzla' 'and' 'Mahala' 'to'
 'establish' 'the' 'identities' 'and' 'intentions' 'of' 'the' 'men'
 'headed' 'towards' 'the' 'village' '.']","[22 38 15 16 24 38 40 33 12 21 15 12 21 15 22 10 22 35 37 12 24 10 24 15
 12 24 40 15 12 21  7]","[11 21 17 11 12 21 22 15 11 12 13 11 12 13 11 12 12 21 22 11 12 12 12 13
 11 12 21 13 11 12  0]",[1 0 0 3 0 0 0 0 0 0 0 0 0 0 5 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2844,"['Mahala' 'is' 'a' 'Moslem' 'village' 'on' 'Bosnian' 'Serb' 'republic'
 'territory' '.']",[21 42 12 22 21 15 22 22 21 21  7],[11 21 11 12 12 13 11 12 12 12  0],[5 0 0 7 0 0 7 8 0 0 0]
2845,"['Moslems' 'were' 'driven' 'from' 'the' 'village' 'during' 'the' '43-'
 'month' 'Bosnian' 'war' 'and' 'most' 'of' 'their' 'houses' 'were'
 'destroyed' '.']",[24 38 40 15 12 21 15 12 16 21 16 21 10 18 15 29 24 38 40  7],[11 21 22 13 11 12 13 11 12 12 12 12  0 11 13 11 12 21 22  0],[7 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0]
2846,"['Some' 'Moslems' 'began' 'returning' 'to' 'rebuild' 'their' 'properties'
 'earlier' 'in' 'the' 'week' '.']",[12 23 38 39 35 37 29 24 31 15 12 21  7],[11 12 21 22 22 22 11 12  3 13 11 12  0],[0 7 0 0 0 0 0 0 0 0 0 0 0]
2847,"['Fights' 'and' 'shooting' 'broke' 'out' 'between' 'the' 'Moslems' 'and'
 'Serb' 'police' 'on' 'Thursday' 'and' 'NATO' 'troops' 'finally' 'brought'
 'restored' 'order' '.']",[24 10 39 16 15 15 12 23 10 22 21 15 22 10 22 24 30 38 40 21  7],[11  0 21  1  2 13 11 12 12 12 12 13 11 12 12 12  3 21 22 11  0],[0 0 0 0 0 0 0 7 0 7 0 0 0 0 3 0 0 0 0 0 0]
2848,"['A' 'Reuters' 'reporter' 'who' 'entered' 'Mahala' 'on' 'Saturday'
 'morning' 'found' 'it' 'tranquil' 'but' 'NATO' 'troops' 'and' 'U.N.'
 'police' 'were' 'seen' 'on' 'the' 'ground' 'and' 'NATO' 'helicopters'
 'flew' 'overhead' '.']","[12 22 21 44 38 22 15 22 21 38 28 16 10 22 24 10 22 21 38 40 15 12 21 10
 22 24 38 30  7]","[11 12 12 11 21 11 13 11 12 21 11  1  0 11 12  0 11 12 21 22 13 11 12  0
 11 12 21  3  0]",[0 3 0 0 0 5 0 0 0 0 0 0 0 3 0 0 3 0 0 0 0 0 0 0 3 0 0 0 0]
2849,['Chechens' 'exuberant' 'but' 'cautious' 'on' 'peace' 'deal' '.'],[24 16 10 16 15 21 21  7],[11  1  2  2 13 11 12  0],[7 0 0 0 0 0 0 0]
2850,['Liutauras' 'Stremaitis'],[22 22],[11 12],[1 2]
2851,"['URUS-MARTAN' ',' 'Russia' '1996-08-31']",[22  6 22 22],[11  0 11 12],[5 0 5 0]
2852,"['Crowds' 'of' 'pro-independence' 'Chechens' 'greeted' 'a' 'newly-signed'
 'peace' 'deal' 'by' 'singing' ',' 'dancing' 'and' 'firing' 'guns' 'in'
 'the' 'air' 'on' 'Saturday' ',' 'but' 'the' 'celebrations' 'held' 'a'
 'trace' 'of' 'uncertainty' '.']","[24 15 16 24 38 12 16 21 21 15 21  6 21 10 39 24 15 12 21 15 22  6 10 12
 24 38 12 21 15 21  7]","[11 13 11 12 21 11 12 12 12 13 11  0 11  0 21 11 13 11 12 13 11  0  0 11
 12 21 11 12 13 11  0]",[0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2853,"['More' 'than' 'a' 'thousand' 'women' ',' 'children' 'and' 'men'
 'gathered' 'in' 'a' 'field' 'to' 'the' 'north' 'of' 'the' 'town' 'of'
 'Urus-Martan' 'on' 'Saturday' 'to' 'wait' 'for' 'a' 'column' 'of'
 'rebels' 'to' 'withdraw' 'from' 'the' 'capital' 'Grozny' 'about' '25'
 'km' '(' '12' 'miles' ')' 'away' '.']","[17 15 12 11 24  6 24 10 24 38 15 12 21 35 12 21 15 12 21 15 16 15 22 35
 37 15 12 21 15 24 35 37 15 12 21 22 15 11 21  4 11 24  5 30  7]","[11 13 11 12 12 12 12 12 12 21 13 11 12 13 11 12 13 11 12 13 11 13 11 21
 22 13 11 12 13 11 21 22 13 11 12 12 11 12 12  0 11 12  0  3  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
 0 0 0 0 0 0 0 0]"
2854,"['The' 'men' 'fired' 'weapons' 'into' 'the' 'air' 'as' 'groups' 'of'
 'women' 'danced' '.']",[12 24 38 24 15 12 21 15 24 15 24 38  7],[11 12 21 11 13 11 12 17 11 13 11 21  0],[0 0 0 0 0 0 0 0 0 0 0 0 0]
